label,text
Influenza,"I have been sick for 3 days. I was feeling hot and cold with a temperature. Since last night, I have had a bad cough. My muscles are sore, and the body aches are quite bad. I am exhausted, and my throat hurts. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this moderate bug passes soon so I can get back to my normal daily routine and regain my voice and energy levels."
Dengue,"I have been dealing with a persistent wave of sickness that refuses to go away. I am fighting off a terribly high fever, and I am burning up so much that my skin feels hot to the touch. My body is aching all over due to severe generalized muscle pain. I am completely exhausted from the moment I wake up. My joints are stiff, and my knees and elbows hurt immensely. I also discovered some red spots spreading across my shoulders. I tried drinking some water and lying down in a dark room, but nothing seems to be helping much at this point."
Influenza,"Started 2 days ago with a temperature, a scratchy throat, and feeling nauseous. My muscles are sore and I have a racking cough. It is a severe illness that has me bed-bound right now."
Influenza,"I've been febrile for a few days. My head is killing me, and my muscles are sore. I have a persistent cough that leaves me gasping. The symptoms are quite bad, making it difficult to focus on anything."
Measles,"First I had a fever for days, a dry hacking cough, watery eyes, and my throat hurt. Then spots started on my face and spread down my body."
Pneumonia,"My body aches all over and my temperature is quite bad. For a week, I've felt breathless after walking, and my wet cough keeps bringing up thick dark green mucus."
Influenza,"It hit me suddenly yesterday evening. I have a severe high fever and am burning up constantly. I have a racking cough that is extreme and hurts my stomach muscles. Everything hurts; my body aches are intense. I feel completely exhausted, tired all the time, and wiped out. My nose is running profusely, just constant sniffles. I am doing my best to stay hydrated and get as much sleep as possible over the next few days."
Diarrhea,I haven't peed much and feel lightheaded. The watery diarrhea and cramps began abruptly 6 hours ago.
Pneumonia,"I've been sick and throwing up, feeling so tired with a feverish sweat. I get sharp chest pains with my chesty cough that brings up green gunk, and I have real difficulty breathing."
Diarrhea,Feeling nauseous and have loose stools. This started 4 hours ago. My stomach cramps are mild but annoying.
Influenza,"This hit me suddenly last night. I was feeling hot and cold with a high temperature. I developed a persistent cough that is racking. Everything hurts due to severe body aches. I am exhausted, with absolutely no energy left. Unfortunately, I also struggled with vomiting earlier today. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this severe illness passes soon so I can get back to my normal daily routine and finally feel like myself again."
Pneumonia,I have a fever and my body is aching. I'm coughing up green slime. I feel a stabbing pain in my ribs on the left side.
Typhoid,"My temperature is higher today than yesterday, it's been building for eight days. I'm incredibly weak, my belly cramps constantly, and I have severe diarrhea. It's strange though, my muscles actually don't ache despite how exhausted I feel."
Diarrhea,I have a dry mouth and haven't peed much since this morning. The watery diarrhea and cramping are persistent.
Dengue,"My health plummeted 3 days ago and has stayed terrible. I have an extremely high temperature, burning up and sweating through my clothes. The intense ache in my back and severe muscle pain are agonizing; my body is aching all over. I have a terrible pain behind my eyes that makes me sensitive to light. The immense fatigue has completely drained me of life. I also feel sick and nauseous, barely able to keep down a few sips of water without my stomach turning over."
Measles,"I came down with a horrible bug a few days back, starting with a very high temperature, terrible diarrhea, and a non-stop, dry cough. My nose has been dripping clear fluid endlessly, and I just feel awful. The fever and respiratory stuff dragged on, and then yesterday, the rash started. I noticed red spots starting on my face and right behind my ears. Since yesterday evening, the rash has aggressively spread downward, leaving my entire neck, chest, and abdomen covered in red blotches. I have never felt this sick in my entire life."
Measles,"Everything started last Tuesday when I suddenly came down with a very high fever and this awful hacking cough. I felt completely wiped out by severe fatigue, staying in bed around the clock. My nose was constantly running with clear sniffles. While brushing my teeth, I noticed small white spots on my inner cheeks that looked like grains of salt. The most alarming part happened a couple of days later when a red rash broke out. It started at my hairline and face, and then rapidly spread downward across my whole body."
Dengue,"I have been feeling absolutely terrible since yesterday morning when this all began. It started with an extremely high fever, and I am just burning up continuously. Along with the severe temperature, my body is aching all over with this intense ache in my back and severe generalized muscle pain. I noticed that my gums are bleeding when I brush my teeth. Every single one of my joints is stiff, and I have terrible aching joints. I feel sick and nauseous almost constantly. It is severe and I am struggling to cope with it. I have never felt this sick before, and I just want to recover."
Measles,"It started 3 days ago with a high fever and a bad cough. I have a terrible headache. My eyes are watery and sensitive to light. This morning, spots started on my face and spread down my body."
Measles,"Last Wednesday, I developed a very high temperature, profound fatigue, and a persistent cough that kept me up all night. My eyes were super red and irritated. I also noticed some weird white spots on my inner cheeks, almost like little grains of salt inside my mouth. First I had the fever and the cough, but then things escalated when a red rash showed up. The spots started right at my hairline and on my face. Since then, the blotchy rash has steadily spread downward, moving all the way down my neck to cover my chest and stomach."
Influenza,"It hit me suddenly yesterday. I woke up with a sudden high fever and a pounding headache. Since then, I've developed this hacking cough that won't stop, and my muscles are completely sore. Everything just hurts."
Diarrhea,It happened suddenly; I have watery stools and my stomach is killing me. I'm very thirsty and feel like I need water constantly.
Measles,"Everything went downhill about five days ago. I was struck by a very high temperature, a dry cough, and my eyes were red and watering non-stop. I also experienced severe diarrhea, which left me feeling extremely weak and dehydrated. I was practically living in the bathroom. Then, two days ago, a patchy red rash started on my face and behind my ears. I have watched it closely, and the spots have rapidly spread downward, completely taking over my neck, torso, and back over the last forty-eight hours."
Measles,"I woke up three days ago with a blazing high fever, a terrible dry cough, and a constant runny nose that required a whole box of tissues. My body felt heavily fatigued, like I had run a marathon, and I felt like I could sleep for days. I tried taking over-the-counter medicine, but nothing brought the fever down. Then, this morning, I looked in the bathroom mirror and saw a red blotchy rash starting on my face and around my hairline. By this afternoon, the red spots were spreading downward onto my neck and chest. I am really scared about what this could possibly be."
Diarrhea,I can't keep anything down and have been vomiting since noon. I also have watery diarrhea and my stomach is killing me with cramps.
Measles,"My symptoms began early in the week with a high fever and a bad cough that kept me awake. My eyes got intensely red and watery, making it painful to even look at my phone screen. I was dealing with overwhelming tiredness, sleeping for hours but never feeling rested. After dealing with the respiratory issues for a while, I noticed spots that started on my face and behind my ears. By the next day, I watched in panic as the red rash spread downward, aggressively covering my entire torso and shoulders."
Dengue,"I have been feeling absolutely terrible since yesterday morning when this all began. It started with an extremely high fever, and I am just burning up continuously. Along with the severe temperature, my body is aching all over with this intense ache in my back and severe generalized muscle pain. I noticed that my gums are bleeding when I brush my teeth. I developed a splitting headache that simply will not go away. This fatigue is overwhelming, leaving me too weak to stand. It is severe and I am struggling to cope with it. I have never felt this sick before, and I just want to recover."
Typhoid,"My temperature keeps climbing over the past 5 days and won't break. I am terribly constipated, don't want to eat anything, and have bad muscle pain."
Typhoid,"For days now my high temperature keeps escalating. I can't pass stool, my pulse feels oddly slow, and my whole body aches with muscle pain."
Dengue,"For 2 days, I have felt worse than ever before. I have a severe temperature, and I am burning up constantly. There is an intense ache in my back and severe muscle pain. My pounding head is making me sensitive to light. My eyes hurt when I move them, feeling like they are bruised. The pain in my elbows and knees is severe, and my joints are stiff. The fatigue is crushing, and I have no energy at all. I am relying entirely on my family to take care of me right now."
Dengue,"This sickness started two days ago and has been extremely persistent. I am burning up with an incredibly high temperature that refuses to go down. Alongside this fever, I am suffering from severe generalized muscle pain; my body is aching all over relentlessly. Additionally, my aching joints are causing immense discomfort when I try to move. I spotted a faint red rash with tiny red speckles on my back today. The heavy fatigue makes me feel completely drained of all my normal energy and motivation."
Diarrhea,"Since dinner last night, I have had nausea and stomach cramps. I've visited the bathroom with loose stools 4 times today."
Influenza,"This illness hit me suddenly yesterday. I woke up burning up with a sudden high fever. I have a persistent cough that is quite bad. Everything hurts because my muscles are sore. I am tired all the time and feel totally wiped out. My nose is running constantly too. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this severe bug passes soon so I can get back to my normal daily routine and recover my lost energy."
Influenza,"This began a few days ago. I was burning up with a slight fever. I have a dry cough that comes and goes. My body aches are mild, just a little sore. I have a minor headache and a runny nose with sniffles. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this mild cold passes soon so I can get back to my normal daily routine and enjoy the rest of my week."
Pneumonia,"My body aches all over and I'm burning up. I keep hacking up yellow phlegm with this wet cough, and I just can't catch my breath non-stop."
Diarrhea,Uncontrollable watery diarrhea and severe cramps for 12 hours. I am very dehydrated and have a dry mouth.
Measles,"On Monday I got a bad fever, a terrible cough, a headache, and a runny nose. Now there is a red rash that started on my hairline and is spreading down my chest."
Dengue,"My symptoms started 3 days ago with a vengeance. I have a severe temperature, essentially burning up all day and night. My body is aching all over; the severe generalized muscle pain makes it hard to find a comfortable sleeping position. My gums are bleeding slightly, which is completely new to me. I have a persistent, splitting headache that painkillers will not touch. The fatigue is incredibly heavy, making my limbs feel like lead whenever I try to get out of my bed to use the restroom."
Typhoid,"My temperature keeps climbing over the past 5 days. I am dealing with loose stools, I have no energy, and I noticed flat red spots appearing on my chest."
Influenza,"This illness started 2 days ago and is quite bad. I am burning up with a high temperature and dealing with a persistent dry cough. My muscles are sore, and I have these moderate body aches that make sleeping tough. I also have a pounding headache that throbs behind my eyes. Unfortunately, I also experienced some vomiting this morning after trying to eat breakfast. I am trying to stay hydrated and hoping my stomach settles down and the rest clears up in a few days."
Measles,"I have felt completely awful for the past four days. Initially, I had a high fever, a really bad cough, and constant sniffles that would not stop. I also felt completely exhausted, dealing with intense fatigue that kept me bedridden. I thought it was just a severe cold until yesterday morning when a red rash appeared right at my hairline and behind my ears. I kept an eye on it, and by this evening, the spots had spread downward, completely blanketing my neck and my chest area in a blotchy pattern."
Typhoid,"My fever gets worse over the past week and won't go away. I'm suffering from diarrhea, a dull headache, and an oddly slow pulse when I check it."
Typhoid,"Over the past week, my fever keeps getting higher each evening. I haven't been able to pass stool, I'm not hungry at all, and I have flat red spots appearing on my stomach."
Pneumonia,"My fever has been persistent for four days with constant shivering. I have a deep, chesty cough producing rusty mucus. Every time I cough, I have difficulty breathing, and the weakness is extreme."
Measles,This high fever and hacking cough are brutal. A red rash started on my face and is moving down to my abdomen. I have severe muscle pain and feel totally wiped out by whatever this infection is.
Pneumonia,"I'm feeling very hot and sweaty, and I'm shivering with chills. The worst part is this chesty cough producing yellow slime, and my chest hurts badly whenever I cough."
Diarrhea,Sudden onset of loose stools and abdominal pain this afternoon. My mouth is dry and I'm very thirsty.
Pneumonia,"I am freezing cold but I have a high fever. My wet cough is producing thick green phlegm. For the last couple days, I get a sharp chest pain when I try to breathe."
Influenza,"Since last night, it's painful to swallow and I have a temperature. Severe body aches and exhaustion leave me with no energy. A hacking cough is constant. This is an extreme and awful bug."
Pneumonia,"Over the last few days, I've been very tired and burning up. I have a wet cough loaded with yellow mucus, and there is a sharp pain in my chest."
Measles,"I have been completely bedbound since this started about five days ago. Initially, I had a very high temperature and a dry, hacking cough. My eyes turned bright red, became extremely watery, and were incredibly sensitive to light. I have also been suffering from terrible diarrhea that has left me feeling weak and dehydrated. Then, to make matters worse, a blotchy red rash started on my face. Over the course of the following day, it quickly spread down my neck and chest, leaving me feeling even more miserable."
Dengue,"My nightmare started 3 days ago. I am battling an extremely high fever, just burning up under the sheets. My body is aching all over with a severe generalized muscle pain that makes my muscles feel tender and bruised. I have a terrible pain behind my eyes that feels like intense pressure. I am incredibly fatigued, feeling so weak that I can barely speak. I also feel sick and nauseous all the time, which makes taking my medication a massive struggle every single morning."
Typhoid,"For eight days now, this fever keeps going up. I noticed some faint pink spots on my chest this morning and my belly is cramping badly. I'm exhausted, but strangely, I have no pain behind my eyes at all."
Influenza,My fever is really high and the muscle pain is exhausting. I have a dry cough that won't stop. My head is throbbing and my stomach is completely upset. Hoping to feel better in a few days.
Dengue,"It started 3 days ago with a brutal high fever; I am burning up and sweating heavily. My body is aching all over, characterized by severe generalized muscle pain that makes me want to cry. I noticed my gums are bleeding a little bit when I eat. The fatigue is incredibly heavy, practically keeping me glued to my mattress. Finally, the aching joints are terrible, especially the pain in my knees and elbows, which feels like a deep, persistent ache that nothing helps."
Typhoid,"My temperature has been getting higher for the past 6 days. I am constipated and haven't gone in days, I am not hungry at all, and I feel a dull headache."
Dengue,It started suddenly with a severe temperature that left me burning up and dizzy. The severe generalized muscle pain is horrible; my body is aching all over and it feels like I ran a marathon. I also have a splitting headache that throbs with my pulse. My joints are stiff and the pain in my knees and elbows is quite bad. I was incredibly worried when I noticed my gums are bleeding lightly after eating. I have zero energy and just want this terrible illness to finally pass.
Dengue,"It started 3 days ago with a sudden and extremely high temperature. I am totally febrile and burning up. I have an intense ache in my back and severe muscle pain, making my body ache all over. I also discovered my gums are bleeding slightly. My joints are aching, and the pain in my knees and elbows is quite bad. I feel a deep fatigue and have no energy. This severe condition is persistent, and I am praying that my health starts to finally improve very soon."
Dengue,"Since yesterday, I have been bedbound with what feels like a terrible virus. I am running an extremely high temperature and feel completely febrile. I am suffering from an intense ache in my back and severe muscle pain that radiates everywhere. My joints are stiff, and every time I try to bend my legs, the joint pain is unbearable. To make matters worse, a maculopapular rash has appeared on my torso. I have not been able to go to work or even step outside because my condition is just so uncomfortable and alarming right now."
Typhoid,For ten days my temperature has been climbing. I'm dealing with a nagging dry cough that just annoys me. I noticed faint pink spots on my chest and my bowel movements have turned into pure liquid recently.
Dengue,"My condition is quite bad and started 3 days ago. I am dealing with an extremely high fever and I feel like I am constantly burning up without any break. The severe generalized muscle pain is intense, leaving my body aching all over. My joints are so stiff with aching joints in my arms and legs. I also noticed that my gums are bleeding slightly in the morning. On top of all this, I am feeling extremely tired and exhausted, completely unable to perform basic daily chores."
Typhoid,"I've had a high fever for over a week that keeps climbing. I have constant watery bowel movements, a dull headache, and a dry hacking cough."
Diarrhea,I feel totally drained and my stomach hurts. I've had watery diarrhea 6 times since yesterday afternoon.
Measles,I woke up with a high fever and a deep hacking cough. A rash started at my hairline and is moving down my torso. I feel completely exhausted and the muscle pain in my back is keeping me up.
Pneumonia,"I've been feeling cold and running a fever for a week. I'm coughing up rusty mucus, which causes sharp chest pain. I also have severe difficulty breathing."
Pneumonia,"This started 3 days ago with a headache and muscles that ache. Now I have a fever, a wet cough with green phlegm, and a sharp pain in my chest."
Influenza,"It hit me suddenly during my morning commute. I got a sudden high fever and was completely burning up by the time I arrived. I have a dry cough that is constant and racking my chest. The body aches are quite bad; my muscles are sore and everything hurts when I try to sit at my desk. On top of the flu symptoms, I have terrible nausea and feel sick to my stomach. I am going to stay home for a few days to recover."
Influenza,"For 3 days I've been burning up. I have a persistent cough, a pounding headache, and my throat hurts. Everything hurts and my muscles are sore. It comes and goes."
Pneumonia,"I feel very tired and have a persistent fever. For a week, my cough has been wet, pulling up rusty colored mucus. I'm gasping for air even when I'm just sitting still."
Measles,"About three days ago, I began experiencing a very high temperature along with a dry, hacking cough that has been incredibly annoying. My eyes got super red and started watering heavily; they have been so sore and sensitive to any bright lights in the house. My throat also felt really sore and scratchy every time I tried to swallow food or water. Then, to make matters worse, a red rash started on my face and behind my ears just this morning. By this evening, the spots had spread downward, covering my neck and making their way down my chest."
Typhoid,"It started a week ago and my fever keeps getting higher. I am constipated, I have a dry cough, and I noticed flat red spots on my chest."
Dengue,"For 2 days, I have been dealing with a total system shutdown. I have an extremely high fever, and I feel like I am burning up constantly. There is an intense ache in my back, and the severe muscle pain is completely widespread. I have this deep pain situated behind my eyes that makes the room feel like it is spinning. I have also been throwing up everything I try to consume. I am trying to stay calm, but this illness is far more aggressive than anything I am used to."
Typhoid,"This high temperature for days just keeps getting higher. My belly hurts with mild cramps, my mind is completely foggy, and I noticed rose-colored spots on my stomach."
Influenza,Hit me suddenly with chills and a temperature. I have a bad cough. My muscles are sore and everything hurts. It comes and goes.
Influenza,"I have a sudden high fever and a hacking cough. It's painful to swallow, and my throat hurts. The body aches are moderate, but my muscles are sore all over. I am tired all the time and completely wiped out. It's worse at night."
Diarrhea,I've been feeling sick and nauseous since early morning. I have loose stools and my stomach cramps come in waves.
Dengue,"Since Tuesday, my temperature has been stuck at 103.8°F. The pain right behind my eyes is awful. I have severe generalized muscle pain, like my bones are breaking, and I've been feeling incredibly fatigued and lethargic."
Measles,"A terrible hacking cough and high fever have been keeping me awake. I noticed a rash that began at my hairline and is descending rapidly. My eyes are red, inflamed, and completely unable to tolerate the overhead lights."
Diarrhea,Started suddenly an hour ago. I have intense abdominal cramping and have already had loose stools twice. I feel very queasy and nauseous.
Typhoid,"For the last week, this high temperature won't break. My abdomen is tender, my head constantly aches, and I have these rose-colored spots on my stomach."
Influenza,My muscles are sore and I have a temperature. The dry cough is getting worse. I've been wiped out for a few days now. Added to that is a headache that is constant. It's quite bad.
Pneumonia,"Over the last few days, I've developed a rattle in my chest. I'm coughing up rusty phlegm, I have a fever, and a sharp pain in my side that gets worse when I move."
Diarrhea,"I noticed blood streaks in my stool this afternoon. The cramping in my abdomen is sharp, and I feel dizzy when I stand up."
Pneumonia,"Running a fever with a terrible headache and body aches that started three days ago. I get stabbing chest pain with my wet cough bringing up rusty spit, and feel totally breathless."
Typhoid,"It started a week ago and my fever keeps climbing. I have watery bowel movements, a persistent dry cough, and bad muscle pain."
Pneumonia,"Every time I breathe deeply, a stabbing pain shoots through my ribs. I am sweating with a high fever, and I have a persistent wet chesty cough that brings up copious amounts of yellow mucus."
Influenza,"For a few days, I've had a persistent cough and feeling hot and cold. My muscles are sore, and I have a pounding headache. The malaise is constant, making me feel tired all the time."
Influenza,I came down with a sudden fever yesterday. My muscles are aching so badly I just want to lay down. I have a dry hacking cough that is making me feel completely exhausted.
Measles,"I started feeling under the weather about five days ago. I developed a very high temperature, a hacking cough, and a terrible headache that just throbbed constantly. My nose was dripping clear fluid without end. I tried taking over-the-counter meds, but then yesterday, a blotchy red rash appeared on my face and forehead. It was so strange. Since its first appearance, the rash has continued to spread downward, moving steadily across my neck and completely taking over my chest and abdominal area by this afternoon."
Diarrhea,"I have a mild fever and feeling warm since yesterday evening. The stomach cramps come in waves, and I've had loose stools about 4 times today."
Influenza,"My throat hurts so much, it's painful to swallow. I have a bad cough and severe body aches everywhere. I've been burning up with a temperature since last night. It is quite a moderate illness."
Pneumonia,I've had a headache and fever for a week. The cough is wet and produces rusty phlegm. I feel like I'm suffocating and can't get enough oxygen.
Dengue,"I woke up feeling completely awful and sick since yesterday. I have an extremely high fever, and I am literally burning up all day and night. Along with the severe temperature, my body is aching all over, characterized by severe generalized muscle pain that makes moving difficult. I noticed these tiny red speckles spreading across my chest. Worryingly, my gums are bleeding quite a bit today. I have a pounding head and a splitting headache. It has been quite bad for a while now, leaving me entirely bedridden and unable to function properly."
Diarrhea,"This suddenly happened today. I had 7 loose stools and sharp cramps. I have severe thirst and a moderate fever, plus I am feeling sick and exhausted."
Measles,"It all began last Wednesday with a booming headache, a very high temperature, and a dry, hacking cough. My nose was dripping clear fluid non-stop, and my eyes were visibly red and watery, making it painful to even look at my computer screen for work. I assumed I had caught a nasty sinus bug or the flu. I tried taking pain relievers, but nothing touched the symptoms. Then, about three days after the fever and coughing started, a weird red rash broke out on my forehead and cheeks. I watched as the rash rapidly spread downward, moving past my neck to completely cover my chest and back by the following evening."
Diarrhea,"Since early this morning, I've had uncontrollable watery diarrhea. My gut feels like it is twisting, and I am feeling very warm and feverish."
Diarrhea,Happened suddenly a few hours ago. I have severe cramping and watery stools. I haven't peed much lately and my mouth is parched.
Influenza,"I feel exhausted and have a pounding headache. It hit me suddenly last night with a sudden high fever. I have a dry cough, and everything hurts. The body aches are severe, leaving me with malaise and absolutely no energy at all today."
Dengue,"For three days I've had a 104.2°F fever and an upset stomach. I noticed bleeding gums, pain right behind my eyes, and severe generalized muscle pain that radiates through my back and legs."
Pneumonia,"Everything hurts, I have a high temperature, and a sharp stabbing pain in my chest. My chesty cough has been bringing up rusty colored mucus over the last few days."
Diarrhea,Happened suddenly this morning. I have severe stomach cramps and loose stools. I feel weak and tired.
Pneumonia,I have absolutely no energy. I'm feverish and sweating. I have a racking wet cough with green phlegm and I can't take a full breath without pain.
Dengue,"Since yesterday, I have felt like I am dying from this sickness. The sudden high fever leaves me burning up and sweating profusely. There is an intense ache in my back and severe muscle pain that hurts down to the bone. I am experiencing pain behind my eyes whenever I glance around. A faint red rash has also started spreading across my stomach. On top of that, the head pain is agonizing, functioning like a tight band squeezing my skull without any relief."
Influenza,"I have been feeling down for 3 days. I started burning up with a temperature. I have a hacking cough that is persistent. My muscles are sore, but the body aches are only slight. My throat hurts, and I have a stuffy nose so I cannot breathe through my nose. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this mild cold passes soon so I can get back to my normal daily routine and feel healthy again."
Diarrhea,I have gone to the bathroom 7 times today with watery stools. The cramping is severe and started last night.
Typhoid,"I've been battling a fever that won't break for 12 days. I haven't gone in days, feel exhausted, and my pulse feels oddly slow."
Typhoid,"I've had a fever that won't break for over a week. It keeps climbing, and I haven't been able to pass stool in days. I'm completely exhausted and have absolutely no appetite to eat anything."
Diarrhea,I'm extremely weak and thirsty. I've had stomach cramps and loose stools 8 times since yesterday.
Dengue,"I am reaching out because I have felt absolutely dreadful since Sunday. I developed an extremely high temperature out of nowhere, and I am practically burning up. My entire body is aching all over, presenting as severe generalized muscle pain that makes moving a chore. I also have a splitting headache that will not go away. I spotted a faint red rash with tiny red speckles on my back today. Combined with the total fatigue, I am completely bedridden right now and desperately need some help to recover."
Typhoid,"Over the past 5 days, my fever keeps climbing and making me weak. I haven't gone in days, I have a constant frontal headache, and I experience sudden chills."
Dengue,"I am feeling incredibly sick and weak right now. It was sudden, hitting me with a severe temperature that has me burning up non-stop. I have an intense ache in my back and severe muscle pain that radiates through my limbs. Today, I noticed a faint red rash appearing all over my back and shoulders. Furthermore, I have a pounding head that just will not go away with normal painkillers. This extreme fatigue is ruining me, leaving me entirely bedbound and unable to perform even the simplest daily tasks."
Typhoid,"I have a fever that gets worse each day, starting a week ago. I have constant diarrhea, my pulse feels oddly slow, and I'm not hungry at all."
Measles,"I came down with a high fever and a terrible dry cough about four days ago. My eyes became very sore, red, and watery, making me extremely sensitive to the light from my computer screen. I also had a terrible scratchy sore throat. Yesterday, a red blotchy rash appeared on my face, right by my hairline. Since last night, the rash has been spreading downward, completely covering my neck and moving onto my trunk. I feel absolutely miserable and my entire body aches from being sick for so many days in a row now. I really need some relief."
Influenza,"For a few days I've had a persistent cough and feeling hot and cold. Everything hurts. My head is killing me and I'm wiped out. It's severe, especially worse at night."
Dengue,"I am dealing with a persistent and horrible sickness. I have an extremely high fever, constantly burning up and sweating. My body is aching all over due to an incredibly severe generalized muscle pain. I have a terrible pain behind my eyes that makes looking at the sunlight unbearable. I also noticed some red spots and a faint red rash on my forearms. To make matters worse, I am vomiting everything I eat and throwing up constantly, leaving me dehydrated and incredibly weak overall."
Measles,"I have been feeling terrible for four days straight. I had a high fever, a bad dry cough, and a severe headache that makes it hard to focus. My eyes also became very red, sore, and sensitive to the light. Yesterday, a blotchy red rash broke out on my face and directly behind my ears. Today, I can visibly see the rash spreading downward, moving onto my neck, my chest, and my stomach. I am entirely exhausted and refuse to get out of bed. I am just waiting for my primary care doctor to call me back."
Dengue,"For two days, I have been stuck in bed feeling completely miserable. I am running a really high fever and feel febrile around the clock. My body is aching all over, and the severe generalized muscle pain is quite bad. I was alarmed when I noticed my gums are bleeding spontaneously without me even flossing. I also feel sick constantly, with a wave of nausea washing over me every time I try to eat a simple cracker. I just want this awful combination of fever and stomach sickness to end soon."
Measles,"My little boy got sick starting three days ago. He developed a very high temperature and a persistent cough that kept him out of school. He had a runny nose that was dripping clear fluid non-stop. When I looked inside his mouth to check his throat, I noticed small white spots on his inner cheeks that looked like salt grains. The most alarming thing happened today, though. A blotchy red rash appeared on his face and ears, and within just a few hours, it began spreading downward across his chest and belly."
Dengue,"My horrible symptoms started 3 days ago, and I have barely left my room since then. I am dealing with an extremely high fever, and I just keep burning up uncontrollably. I have severe generalized muscle pain, and an intense ache in my back makes it hard to lie down comfortably. I am feeling completely exhausted. My aching joints are causing me a lot of pain in my knees and elbows, and I have tiny red speckles covering my legs. I am just lying in bed hoping these awful symptoms will eventually pass because I am so tired of feeling like this."
Pneumonia,"Feeling completely feverish and shaking with cold for three days. I have this awful chesty cough full of green phlegm, and my chest aches with a sharp pain whenever I inhale."
Pneumonia,"Intense muscle pain and a high fever have been ruining my week. I have a wet chesty cough that brings up rusty mucus, and breathing in deeply causes a sharp pain right in my side."
Typhoid,"A fever that comes and goes but gets worse has bothered me for a week. I'm feeling foggy-headed, have mild stomach cramps, and no desire to eat."
Dengue,"Since yesterday morning, I have suffered from a persistent, extremely high temperature. I am burning up constantly. I have an intense ache in my back and severe muscle pain, and my body is aching all over. I also feel a deep pain situated behind my eyes. I have a throbbing head pain and splitting headache. I feel sick and nauseous when I try to eat. This severe condition started suddenly, and I just want the intense fever and body aches to go away immediately."
Measles,"First I had a fever for days, a terrible cough, a pounding headache, and red eyes. Yesterday I noticed a blotchy rash that started at my hairline and has spread down my torso."
Dengue,"This illness hit me suddenly yesterday, and I have been completely miserable. My fever is extremely high, and I feel like I am literally burning up from the inside. At the same time, I am dealing with severe generalized muscle pain; my whole body is aching all over without any relief. I feel quite nauseous most of the time, and I have been vomiting frequently. I also noticed my gums are bleeding when I brush. I just want this nightmare to end as soon as possible."
Measles,"My five-year-old started feeling sick on Sunday with a burning high fever and a persistent cough. His nose was constantly dripping clear fluid, and his eyes were red, watery, and sensitive to the sunlight coming through the windows. He also had terrible diarrhea, which made him very upset and tired. We tried to keep him hydrated. Then, on Tuesday morning, I noticed a red blotchy rash starting on his face and behind his ears. By Wednesday, the rash had aggressively spread downward, completely covering his little neck, chest, back, and all over his tummy."
Typhoid,"My fever has been building for a week, higher each day. I have a dull headache. My belly is extremely tender to the touch, and I've been running to the toilet with loose stools."
Measles,"It began on Monday with a high temperature, a persistent dry cough, and a runny nose dripping clear fluid constantly. I checked my mouth yesterday because my teeth felt weird, and I noticed small white spots on my inner cheeks that looked like grains of salt. Then, early this morning, a red rash started right on my face and hairline. As the afternoon has gone on, the spots are spreading downward, completely covering my chest and my abdomen. I feel incredibly weak, lightheaded, and I am very worried about how far this rash will eventually spread across my body."
Measles,"First I had a fever, then a hacking cough and a runny nose. I noticed white spots in my mouth like grains of salt. After that, a blotchy rash broke out behind my ears and is spreading downward."
Dengue,"For 2 days, I have been feeling completely destroyed. I have an extremely high temperature and am burning up relentlessly. There is an intense ache in my back and severe muscle pain everywhere else in my body. The pain in my knees and elbows is severe, as my joints are stiff and aching. I had a spontaneous nosebleed yesterday afternoon. The extreme fatigue has left me with zero energy; I cannot even muster the strength to watch television or read a book to pass the time."
Influenza,A sudden high fever started 2 days ago. I've got a hacking cough and severe body aches. I'm experiencing a pounding headache and feeling weak. It comes and goes but mostly it's intense.
Typhoid,"My fever keeps getting higher and it's been 10 days now. I can't pass stool, my heartbeat is surprisingly slow, and I feel very tired."
Dengue,"I am totally wiped out with a fever of 104.2°F. My gums started bleeding when I brushed my teeth today. My stomach feels a bit upset, and I have severe generalized muscle pain that is simply excruciating."
Typhoid,"I have a fever that won't break and it's been over a week. I haven't gone in days, I'm feeling disoriented, and there are small pink to red spots on my stomach."
Typhoid,"I have a fever that won't break and it started a week ago. My belly hurts uncomfortably, I don't want to eat, and I feel completely run down."
Diarrhea,"My stomach hurts with cramps and I've had loose stools 4 times since yesterday. I feel nauseous and very thirsty, like I'm dehydrated."
Pneumonia,I have had a headache and a fever for a few days. Now I have a chesty cough with rusty colored sputum. I feel a stabbing pain in my ribcage when I breathe deep.
Measles,"I feel exhausted and my body is full of muscle aches. I have a high fever, a dry hacking cough, and a noticeable rash that started on my ears and is steadily moving down my neck and chest."
Dengue,"It started 3 days ago and has completely incapacitated me. I have a severe temperature, leaving my skin burning up. The severe generalized muscle pain is intense; my body is aching all over and my muscles feel strained. I have a pounding head that pulses painfully. I also noticed tiny red speckles forming a rash on my stomach. The fatigue is incredibly bad, dragging me down so much that I sleep for most of the day but still wake up feeling completely exhausted and weak."
